"gene_name","ensembl_id","exons.group","exons.group_name","exons.seqnames","exons.start","exons.end","exons.width","exons.strand","exons.exon_id","exons.gene_name","exons.exon_rank"
"Fgfr2",0,1,"ENSMUST00000117073","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",11
"Fgfr2",0,1,"ENSMUST00000117073","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",12
"Fgfr2",0,1,"ENSMUST00000117073","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",13
"Fgfr2",0,1,"ENSMUST00000117073","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",14
"Fgfr2",0,1,"ENSMUST00000117073","7",130163959,130164217,259,"-","ENSMUSE00000715629","Fgfr2",15
"Fgfr2",0,2,"ENSMUST00000117089","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,2,"ENSMUST00000117089","7",130242378,130242644,267,"-","ENSMUSE00001280590","Fgfr2",2
"Fgfr2",0,2,"ENSMUST00000117089","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",3
"Fgfr2",0,2,"ENSMUST00000117089","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",4
"Fgfr2",0,2,"ENSMUST00000117089","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",5
"Fgfr2",0,2,"ENSMUST00000117089","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",6
"Fgfr2",0,2,"ENSMUST00000117089","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",7
"Fgfr2",0,2,"ENSMUST00000117089","7",130196178,130196374,197,"-","ENSMUSE00000709836","Fgfr2",8
"Fgfr2",0,2,"ENSMUST00000117089","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",9
"Fgfr2",0,2,"ENSMUST00000117089","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",10
"Fgfr2",0,2,"ENSMUST00000117089","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",11
"Fgfr2",0,2,"ENSMUST00000117089","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",12
"Fgfr2",0,2,"ENSMUST00000117089","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",13
"Fgfr2",0,2,"ENSMUST00000117089","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",14
"Fgfr2",0,2,"ENSMUST00000117089","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",15
"Fgfr2",0,2,"ENSMUST00000117089","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",16
"Fgfr2",0,2,"ENSMUST00000117089","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",17
"Fgfr2",0,3,"ENSMUST00000117357","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,3,"ENSMUST00000117357","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",2
"Fgfr2",0,3,"ENSMUST00000117357","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",3
"Fgfr2",0,3,"ENSMUST00000117357","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",4
"Fgfr2",0,3,"ENSMUST00000117357","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",5
"Fgfr2",0,3,"ENSMUST00000117357","7",130196178,130196374,197,"-","ENSMUSE00000709836","Fgfr2",6
"Fgfr2",0,3,"ENSMUST00000117357","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",7
"Fgfr2",0,3,"ENSMUST00000117357","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",8
"Fgfr2",0,3,"ENSMUST00000117357","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",9
"Fgfr2",0,3,"ENSMUST00000117357","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",10
"Fgfr2",0,3,"ENSMUST00000117357","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",11
"Fgfr2",0,3,"ENSMUST00000117357","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",12
"Fgfr2",0,3,"ENSMUST00000117357","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",13
"Fgfr2",0,3,"ENSMUST00000117357","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",14
"Fgfr2",0,3,"ENSMUST00000117357","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",15
"Fgfr2",0,4,"ENSMUST00000117691","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,4,"ENSMUST00000117691","7",130242378,130242644,267,"-","ENSMUSE00001280590","Fgfr2",2
"Fgfr2",0,4,"ENSMUST00000117691","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",3
"Fgfr2",0,4,"ENSMUST00000117691","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",4
"Fgfr2",0,4,"ENSMUST00000117691","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",5
"Fgfr2",0,4,"ENSMUST00000117691","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",6
"Fgfr2",0,4,"ENSMUST00000117691","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",7
"Fgfr2",0,4,"ENSMUST00000117691","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",8
"Fgfr2",0,4,"ENSMUST00000117691","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",9
"Fgfr2",0,4,"ENSMUST00000117691","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",10
"Fgfr2",0,4,"ENSMUST00000117691","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",11
"Fgfr2",0,4,"ENSMUST00000117691","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",12
"Fgfr2",0,4,"ENSMUST00000117691","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",13
"Fgfr2",0,4,"ENSMUST00000117691","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",14
"Fgfr2",0,4,"ENSMUST00000117691","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",15
"Fgfr2",0,4,"ENSMUST00000117691","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",16
"Fgfr2",0,4,"ENSMUST00000117691","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",17
"Fgfr2",0,5,"ENSMUST00000117754","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,5,"ENSMUST00000117754","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",2
"Fgfr2",0,5,"ENSMUST00000117754","7",130198419,130198563,145,"-","ENSMUSE00000484156","Fgfr2",3
"Fgfr2",0,5,"ENSMUST00000117754","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",4
"Fgfr2",0,5,"ENSMUST00000117754","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",5
"Fgfr2",0,5,"ENSMUST00000117754","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",6
"Fgfr2",0,5,"ENSMUST00000117754","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",7
"Fgfr2",0,5,"ENSMUST00000117754","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",8
"Fgfr2",0,5,"ENSMUST00000117754","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",9
"Fgfr2",0,5,"ENSMUST00000117754","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",10
"Fgfr2",0,5,"ENSMUST00000117754","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",11
"Fgfr2",0,5,"ENSMUST00000117754","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",12
"Fgfr2",0,5,"ENSMUST00000117754","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",13
"Fgfr2",0,6,"ENSMUST00000117858","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,6,"ENSMUST00000117858","7",130242378,130242644,267,"-","ENSMUSE00001280590","Fgfr2",2
"Fgfr2",0,6,"ENSMUST00000117858","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",3
"Fgfr2",0,6,"ENSMUST00000117858","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",4
"Fgfr2",0,6,"ENSMUST00000117858","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",5
"Fgfr2",0,6,"ENSMUST00000117858","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",6
"Fgfr2",0,6,"ENSMUST00000117858","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",7
"Fgfr2",0,6,"ENSMUST00000117858","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",8
"Fgfr2",0,6,"ENSMUST00000117858","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",9
"Fgfr2",0,6,"ENSMUST00000117858","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",10
"Fgfr2",0,6,"ENSMUST00000117858","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",11
"Fgfr2",0,6,"ENSMUST00000117858","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",12
"Fgfr2",0,6,"ENSMUST00000117858","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",13
"Fgfr2",0,6,"ENSMUST00000117858","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",14
"Fgfr2",0,6,"ENSMUST00000117858","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",15
"Fgfr2",0,6,"ENSMUST00000117858","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",16
"Fgfr2",0,6,"ENSMUST00000117858","7",130163959,130164217,259,"-","ENSMUSE00000715629","Fgfr2",17
"Fgfr2",0,7,"ENSMUST00000117872","7",130265794,130266245,452,"-","ENSMUSE00000718635","Fgfr2",1
"Fgfr2",0,7,"ENSMUST00000117872","7",130261749,130262066,318,"-","ENSMUSE00001221549","Fgfr2",2
"Fgfr2",0,7,"ENSMUST00000117872","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",3
"Fgfr2",0,7,"ENSMUST00000117872","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",4
"Fgfr2",0,7,"ENSMUST00000117872","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",5
"Fgfr2",0,7,"ENSMUST00000117872","7",130198419,130198563,145,"-","ENSMUSE00000484156","Fgfr2",6
"Fgfr2",0,7,"ENSMUST00000117872","7",130196178,130196374,197,"-","ENSMUSE00000709836","Fgfr2",7
"Fgfr2",0,7,"ENSMUST00000117872","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",8
"Fgfr2",0,7,"ENSMUST00000117872","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",9
"Fgfr2",0,7,"ENSMUST00000117872","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",10
"Fgfr2",0,7,"ENSMUST00000117872","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",11
"Fgfr2",0,7,"ENSMUST00000117872","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",12
"Fgfr2",0,7,"ENSMUST00000117872","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",13
"Fgfr2",0,7,"ENSMUST00000117872","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",14
"Fgfr2",0,7,"ENSMUST00000117872","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",15
"Fgfr2",0,7,"ENSMUST00000117872","7",130162512,130164123,1612,"-","ENSMUSE00001256154","Fgfr2",16
"Fgfr2",0,8,"ENSMUST00000118296","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,8,"ENSMUST00000118296","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",2
"Fgfr2",0,8,"ENSMUST00000118296","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",3
"Fgfr2",0,8,"ENSMUST00000118296","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",4
"Fgfr2",0,8,"ENSMUST00000118296","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",5
"Fgfr2",0,8,"ENSMUST00000118296","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",6
"Fgfr2",0,8,"ENSMUST00000118296","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",7
"Fgfr2",0,8,"ENSMUST00000118296","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",8
"Fgfr2",0,8,"ENSMUST00000118296","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",9
"Fgfr2",0,8,"ENSMUST00000118296","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",10
"Fgfr2",0,8,"ENSMUST00000118296","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",11
"Fgfr2",0,8,"ENSMUST00000118296","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",12
"Fgfr2",0,8,"ENSMUST00000118296","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",13
"Fgfr2",0,8,"ENSMUST00000118296","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",14
"Fgfr2",0,8,"ENSMUST00000118296","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",15
"Fgfr2",0,8,"ENSMUST00000118296","7",130163959,130164217,259,"-","ENSMUSE00000715629","Fgfr2",16
"Fgfr2",0,9,"ENSMUST00000119260","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,9,"ENSMUST00000119260","7",130242378,130242644,267,"-","ENSMUSE00001280590","Fgfr2",2
"Fgfr2",0,9,"ENSMUST00000119260","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",3
"Fgfr2",0,9,"ENSMUST00000119260","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",4
"Fgfr2",0,9,"ENSMUST00000119260","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",5
"Fgfr2",0,9,"ENSMUST00000119260","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",6
"Fgfr2",0,9,"ENSMUST00000119260","7",130198419,130198563,145,"-","ENSMUSE00000484156","Fgfr2",7
"Fgfr2",0,9,"ENSMUST00000119260","7",130196178,130196374,197,"-","ENSMUSE00000709836","Fgfr2",8
"Fgfr2",0,9,"ENSMUST00000119260","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",9
"Fgfr2",0,9,"ENSMUST00000119260","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",10
"Fgfr2",0,9,"ENSMUST00000119260","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",11
"Fgfr2",0,9,"ENSMUST00000119260","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",12
"Fgfr2",0,9,"ENSMUST00000119260","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",13
"Fgfr2",0,9,"ENSMUST00000119260","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",14
"Fgfr2",0,9,"ENSMUST00000119260","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",15
"Fgfr2",0,9,"ENSMUST00000119260","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",16
"Fgfr2",0,9,"ENSMUST00000119260","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",17
"Fgfr2",0,10,"ENSMUST00000120141","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,10,"ENSMUST00000120141","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",2
"Fgfr2",0,10,"ENSMUST00000120141","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",3
"Fgfr2",0,10,"ENSMUST00000120141","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",4
"Fgfr2",0,10,"ENSMUST00000120141","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",5
"Fgfr2",0,10,"ENSMUST00000120141","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",6
"Fgfr2",0,10,"ENSMUST00000120141","7",130196178,130196374,197,"-","ENSMUSE00000709836","Fgfr2",7
"Fgfr2",0,10,"ENSMUST00000120141","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",8
"Fgfr2",0,10,"ENSMUST00000120141","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",9
"Fgfr2",0,10,"ENSMUST00000120141","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",10
"Fgfr2",0,10,"ENSMUST00000120141","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",11
"Fgfr2",0,10,"ENSMUST00000120141","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",12
"Fgfr2",0,10,"ENSMUST00000120141","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",13
"Fgfr2",0,10,"ENSMUST00000120141","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",14
"Fgfr2",0,10,"ENSMUST00000120141","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",15
"Fgfr2",0,10,"ENSMUST00000120141","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",16
"Fgfr2",0,11,"ENSMUST00000120187","7",130265794,130266263,470,"-","ENSMUSE00000721642","Fgfr2",1
"Fgfr2",0,11,"ENSMUST00000120187","7",130261749,130262066,318,"-","ENSMUSE00001221549","Fgfr2",2
"Fgfr2",0,11,"ENSMUST00000120187","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",3
"Fgfr2",0,11,"ENSMUST00000120187","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",4
"Fgfr2",0,11,"ENSMUST00000120187","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",5
"Fgfr2",0,11,"ENSMUST00000120187","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",6
"Fgfr2",0,11,"ENSMUST00000120187","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",7
"Fgfr2",0,11,"ENSMUST00000120187","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",8
"Fgfr2",0,11,"ENSMUST00000120187","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",9
"Fgfr2",0,11,"ENSMUST00000120187","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",10
"Fgfr2",0,11,"ENSMUST00000120187","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",11
"Fgfr2",0,11,"ENSMUST00000120187","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",12
"Fgfr2",0,11,"ENSMUST00000120187","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",13
"Fgfr2",0,11,"ENSMUST00000120187","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",14
"Fgfr2",0,11,"ENSMUST00000120187","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",15
"Fgfr2",0,11,"ENSMUST00000120187","7",130163709,130164123,415,"-","ENSMUSE00000708267","Fgfr2",16
"Fgfr2",0,12,"ENSMUST00000120715","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,12,"ENSMUST00000120715","7",130242378,130242644,267,"-","ENSMUSE00001280590","Fgfr2",2
"Fgfr2",0,12,"ENSMUST00000120715","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",3
"Fgfr2",0,12,"ENSMUST00000120715","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",4
"Fgfr2",0,12,"ENSMUST00000120715","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",5
"Fgfr2",0,12,"ENSMUST00000120715","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",6
"Fgfr2",0,12,"ENSMUST00000120715","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",7
"Fgfr2",0,12,"ENSMUST00000120715","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",8
"Fgfr2",0,12,"ENSMUST00000120715","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",9
"Fgfr2",0,12,"ENSMUST00000120715","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",10
"Fgfr2",0,12,"ENSMUST00000120715","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",11
"Fgfr2",0,12,"ENSMUST00000120715","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",12
"Fgfr2",0,12,"ENSMUST00000120715","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",13
"Fgfr2",0,12,"ENSMUST00000120715","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",14
"Fgfr2",0,12,"ENSMUST00000120715","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",15
"Fgfr2",0,13,"ENSMUST00000121064","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,13,"ENSMUST00000121064","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",2
"Fgfr2",0,13,"ENSMUST00000121064","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",3
"Fgfr2",0,13,"ENSMUST00000121064","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",4
"Fgfr2",0,13,"ENSMUST00000121064","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",5
"Fgfr2",0,13,"ENSMUST00000121064","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",6
"Fgfr2",0,13,"ENSMUST00000121064","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",7
"Fgfr2",0,13,"ENSMUST00000121064","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",8
"Fgfr2",0,13,"ENSMUST00000121064","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",9
"Fgfr2",0,13,"ENSMUST00000121064","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",10
"Fgfr2",0,13,"ENSMUST00000121064","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",11
"Fgfr2",0,13,"ENSMUST00000121064","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",12
"Fgfr2",0,13,"ENSMUST00000121064","7",130163959,130164123,165,"-","ENSMUSE00001076804","Fgfr2",13
"Fgfr2",0,14,"ENSMUST00000121080","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,14,"ENSMUST00000121080","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",2
"Fgfr2",0,14,"ENSMUST00000121080","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",3
"Fgfr2",0,14,"ENSMUST00000121080","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",4
"Fgfr2",0,14,"ENSMUST00000121080","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",5
"Fgfr2",0,14,"ENSMUST00000121080","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",6
"Fgfr2",0,14,"ENSMUST00000121080","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",7
"Fgfr2",0,14,"ENSMUST00000121080","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",8
"Fgfr2",0,14,"ENSMUST00000121080","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",9
"Fgfr2",0,14,"ENSMUST00000121080","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",10
"Fgfr2",0,14,"ENSMUST00000121080","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",11
"Fgfr2",0,14,"ENSMUST00000121080","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",12
"Fgfr2",0,14,"ENSMUST00000121080","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",13
"Fgfr2",0,14,"ENSMUST00000121080","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",14
"Fgfr2",0,14,"ENSMUST00000121080","7",130163959,130164217,259,"-","ENSMUSE00000715629","Fgfr2",15
"Fgfr2",0,15,"ENSMUST00000122054","7",130265794,130266191,398,"-","ENSMUSE00000721980","Fgfr2",1
"Fgfr2",0,15,"ENSMUST00000122054","7",130261749,130262066,318,"-","ENSMUSE00001221549","Fgfr2",2
"Fgfr2",0,15,"ENSMUST00000122054","7",130242378,130242644,267,"-","ENSMUSE00001280590","Fgfr2",3
"Fgfr2",0,15,"ENSMUST00000122054","7",130241200,130241277,78,"-","ENSMUSE00000498100","Fgfr2",4
"Fgfr2",0,15,"ENSMUST00000122054","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",5
"Fgfr2",0,15,"ENSMUST00000122054","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",6
"Fgfr2",0,15,"ENSMUST00000122054","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",7
"Fgfr2",0,15,"ENSMUST00000122054","7",130198419,130198563,145,"-","ENSMUSE00000484156","Fgfr2",8
"Fgfr2",0,15,"ENSMUST00000122054","7",130196172,130196374,203,"-","ENSMUSE00001244509","Fgfr2",9
"Fgfr2",0,15,"ENSMUST00000122054","7",130185229,130185380,152,"-","ENSMUSE00001205116","Fgfr2",10
"Fgfr2",0,15,"ENSMUST00000122054","7",130182641,130182762,122,"-","ENSMUSE00001212325","Fgfr2",11
"Fgfr2",0,15,"ENSMUST00000122054","7",130180365,130180475,111,"-","ENSMUSE00001230110","Fgfr2",12
"Fgfr2",0,15,"ENSMUST00000122054","7",130177675,130177865,191,"-","ENSMUSE00001266623","Fgfr2",13
"Fgfr2",0,15,"ENSMUST00000122054","7",130172817,130172939,123,"-","ENSMUSE00001280560","Fgfr2",14
"Fgfr2",0,15,"ENSMUST00000122054","7",130171612,130171682,71,"-","ENSMUSE00001291209","Fgfr2",15
"Fgfr2",0,15,"ENSMUST00000122054","7",130169739,130169876,138,"-","ENSMUSE00001260255","Fgfr2",16
"Fgfr2",0,15,"ENSMUST00000122054","7",130167703,130167808,106,"-","ENSMUSE00001300180","Fgfr2",17
"Fgfr2",0,15,"ENSMUST00000122054","7",130163709,130164123,415,"-","ENSMUSE00000708267","Fgfr2",18
"Fgfr2",0,16,"ENSMUST00000122448","7",130261749,130261857,109,"-","ENSMUSE00000716564","Fgfr2",1
"Fgfr2",0,16,"ENSMUST00000122448","7",130228623,130228792,170,"-","ENSMUSE00000462396","Fgfr2",2
"Fgfr2",0,16,"ENSMUST00000122448","7",130218998,130219121,124,"-","ENSMUSE00001266239","Fgfr2",3
"Fgfr2",0,16,"ENSMUST00000122448","7",130200983,130201173,191,"-","ENSMUSE00001249471","Fgfr2",4
"Fgfr2",0,16,"ENSMUST00000122448","7",130199758,130199905,148,"-","ENSMUSE00000382019","Fgfr2",5
